Hour,Light,Gamma,Photosynthesis,Sucrose,Starch,StarchDegr,StarchProd,SucroseProd,Nitrogen,Phosphorus,N_Aff,P_Aff,RespCost,UptakeCost,TransportCost,LeafBiomass,RootBiomass,TotalBiomass,Photoperiod,LimPhotRate,MaxPhotRate,MinLeafBiomass,FeedbackOnPhot,MaxStarch,MaxStarchDegr,MinSucrose,MaxSucrose,StarchNightStart,MinStarch,LambdaSdr,LambdaSdi,LambdaSni,LambdaG,LambdaSb,LambdaCsn,AssimCostN,AssimCostP,MinNPhotosynth,MinPPhotosynth,NutrConvParam,MaxNitrogen,MinNitrogen,MaxPhosphorus,MinPhosphorus,NitSoilContent,PhosSoilContent,MaxNitUptake,MaxPhosUptake,MMConstantN,MMConstantP,RootAllocation,StochSignal,LeafDeathRate,RootDeathRate,LeafCompRate,RootCompRate
306.0000,0,0.5175,0.0000,1.2657,28.0497,4.1987,-4.1987,0.0540,115.8359,11.8076,0.6248,0.4155,1.2410,0.6757,0.0119,0.0378,0.0366,0.0744,12.00,0.8298,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3969,0.5048,0.0000,0.0000,0.0000,0.0000
307.0000,0,0.5366,0.0000,1.2915,23.7815,4.2683,-4.2683,0.0565,116.2637,11.8315,0.6050,0.4109,1.2657,0.6733,0.0121,0.0381,0.0368,0.0749,12.00,0.8520,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3928,0.5044,0.0000,0.0000,0.0000,0.0000
308.0000,0,0.5549,0.0000,1.3186,19.4419,4.3396,-4.3396,0.0594,116.7594,11.8619,0.5819,0.4046,1.2915,0.6689,0.0123,0.0385,0.0371,0.0755,12.00,0.8745,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3876,0.5039,0.0000,0.0000,0.0000,0.0000
309.0000,0,0.5722,0.0000,1.3473,15.0293,4.4126,-4.4126,0.0628,117.3196,11.8985,0.5544,0.3958,1.3186,0.6619,0.0126,0.0388,0.0373,0.0761,12.00,0.8974,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3808,0.5035,0.0000,0.0000,0.0000,0.0000
310.0000,0,0.5887,0.0000,1.3780,10.5419,4.4875,-4.4875,0.0670,117.9382,11.9409,0.5211,0.3833,1.3473,0.6513,0.0129,0.0392,0.0375,0.0767,12.00,0.9207,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3717,0.5031,0.0000,0.0000,0.0000,0.0000
311.0000,0,0.6043,0.0000,1.4111,5.9776,4.5643,-4.5643,0.0726,118.6056,11.9882,0.4797,0.3657,1.3780,0.6354,0.0131,0.0396,0.0377,0.0774,12.00,0.9444,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3592,0.5027,0.0000,0.0000,0.0000,0.0000
312.0000,1,0.5526,11.1619,1.7914,12.1452,0.0000,6.1676,0.7511,119.2163,12.0389,0.7718,0.6298,1.1126,0.6116,0.0135,0.0399,0.0380,0.0779,12.00,0.9685,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4619,0.5024,0.0000,0.0000,0.0000,0.0000
313.0000,1,0.5183,10.7921,1.7824,17.7386,0.0000,5.5934,0.0276,119.7382,12.1066,0.7993,0.7854,1.4449,0.8894,0.0127,0.0402,0.0383,0.0785,12.00,0.9359,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5106,0.5028,0.0000,0.0000,0.0000,0.0000
314.0000,1,0.4887,10.4561,1.8146,22.8480,0.0000,5.1094,0.0979,120.1876,12.1694,0.8022,0.8059,1.4591,0.9114,0.0149,0.0405,0.0387,0.0792,12.00,0.9064,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5254,0.5031,0.0000,0.0000,0.0000,0.0000
315.0000,1,0.4639,10.1487,1.8367,27.5562,0.0000,4.7082,0.0741,120.5652,12.2240,0.8030,0.8045,1.5043,0.9219,0.0151,0.0409,0.0391,0.0799,12.00,0.8794,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5293,0.5034,0.0000,0.0000,0.0000,0.0000
316.0000,1,0.4431,9.8649,1.8462,31.9276,0.0000,4.3714,0.0455,120.8727,12.2703,0.8034,0.7990,1.5385,0.9278,0.0155,0.0412,0.0394,0.0807,12.00,0.8546,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5297,0.5038,0.0000,0.0000,0.0000,0.0000
317.0000,1,0.4255,9.6009,1.8463,36.0123,0.0000,4.0847,0.0230,121.1124,12.3089,0.8037,0.7929,1.5599,0.9303,0.0158,0.0416,0.0398,0.0814,12.00,0.8315,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5290,0.5040,0.0000,0.0000,0.0000,0.0000
318.0000,1,0.4103,9.3537,1.8393,39.8498,0.0000,3.8375,0.0055,121.2868,12.3400,0.8038,0.7867,1.5713,0.9305,0.0159,0.0419,0.0402,0.0822,12.00,0.8099,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5277,0.5043,0.0000,0.0000,0.0000,0.0000
319.0000,1,0.3971,9.1211,1.8268,43.4715,0.0000,3.6217,-0.0078,121.3979,12.3642,0.8040,0.7807,1.5752,0.9291,0.0160,0.0423,0.0407,0.0830,12.00,0.7897,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5262,0.5046,0.0000,0.0000,0.0000,0.0000
320.0000,1,0.3855,8.9011,1.8106,46.9027,0.0000,3.4312,-0.0172,121.4480,12.3818,0.8041,0.7748,1.5730,0.9263,0.0160,0.0427,0.0411,0.0837,12.00,0.7706,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5245,0.5048,0.0000,0.0000,0.0000,0.0000
321.0000,1,0.3752,8.6922,1.7917,50.1641,0.0000,3.2614,-0.0244,121.4392,12.3931,0.8043,0.7689,1.5663,0.9226,0.0159,0.0430,0.0415,0.0845,12.00,0.7525,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5228,0.5051,0.0000,0.0000,0.0000,0.0000
322.0000,1,0.3660,8.4933,1.7708,53.2727,0.0000,3.1086,-0.0298,121.3734,12.3984,0.8045,0.7631,1.5564,0.9182,0.0158,0.0434,0.0419,0.0853,12.00,0.7352,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5209,0.5053,0.0000,0.0000,0.0000,0.0000
323.0000,1,0.3577,8.3034,1.7485,56.2428,0.0000,2.9701,-0.0339,121.2526,12.3980,0.8047,0.7574,1.5439,0.9132,0.0157,0.0438,0.0423,0.0861,12.00,0.7188,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5191,0.5056,0.0000,0.0000,0.0000,0.0000
324.0000,0,0.3792,0.0000,1.0117,52.6585,3.5842,-3.5842,-1.6004,121.0677,12.4075,0.7057,0.6445,1.7485,0.9079,0.0155,0.0443,0.0427,0.0870,12.00,0.7032,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4572,0.5061,0.0000,0.0000,0.0000,0.0000
325.0000,0,0.4065,0.0000,1.1809,48.7038,3.9547,-3.9547,0.3632,121.0517,12.4049,0.6770,0.5154,1.0117,0.6406,0.0149,0.0446,0.0429,0.0875,12.00,0.7221,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4295,0.5061,0.0000,0.0000,0.0000,0.0000
326.0000,0,0.4309,0.0000,1.1781,44.7525,3.9513,-3.9513,-0.0059,121.0913,12.3986,0.6654,0.4588,1.1809,0.6780,0.0103,0.0449,0.0432,0.0881,12.00,0.7430,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4121,0.5059,0.0000,0.0000,0.0000,0.0000
327.0000,0,0.4543,0.0000,1.2054,40.7279,4.0246,-4.0246,0.0595,121.2085,12.3958,0.6550,0.4379,1.1781,0.6688,0.0114,0.0453,0.0434,0.0887,12.00,0.7638,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4039,0.5056,0.0000,0.0000,0.0000,0.0000
328.0000,0,0.4765,0.0000,1.2280,36.6394,4.0885,-4.0885,0.0496,121.3998,12.3988,0.6431,0.4293,1.2054,0.6706,0.0115,0.0457,0.0437,0.0894,12.00,0.7850,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3994,0.5053,0.0000,0.0000,0.0000,0.0000
329.0000,0,0.4976,0.0000,1.2521,32.4837,4.1557,-4.1557,0.0529,121.6648,12.4082,0.6290,0.4244,1.2280,0.6705,0.0117,0.0461,0.0439,0.0900,12.00,0.8066,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3960,0.5049,0.0000,0.0000,0.0000,0.0000
330.0000,0,0.5176,0.0000,1.2771,28.2592,4.2245,-4.2245,0.0548,122.0025,12.4244,0.6126,0.4200,1.2521,0.6695,0.0120,0.0465,0.0442,0.0907,12.00,0.8286,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3926,0.5046,0.0000,0.0000,0.0000,0.0000
331.0000,0,0.5367,0.0000,1.3033,23.9643,4.2949,-4.2949,0.0573,122.4117,12.4473,0.5935,0.4147,1.2771,0.6670,0.0122,0.0469,0.0445,0.0914,12.00,0.8509,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3885,0.5042,0.0000,0.0000,0.0000,0.0000
332.0000,0,0.5549,0.0000,1.3308,19.5973,4.3670,-4.3670,0.0602,122.8897,12.4768,0.5710,0.4076,1.3033,0.6624,0.0125,0.0474,0.0448,0.0921,12.00,0.8735,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3832,0.5038,0.0000,0.0000,0.0000,0.0000
333.0000,0,0.5721,0.0000,1.3599,15.1564,4.4409,-4.4409,0.0637,123.4331,12.5125,0.5441,0.3981,1.3308,0.6552,0.0127,0.0478,0.0450,0.0929,12.00,0.8966,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3763,0.5034,0.0000,0.0000,0.0000,0.0000
334.0000,0,0.5885,0.0000,1.3910,10.6397,4.5167,-4.5167,0.0679,124.0359,12.5540,0.5116,0.3850,1.3599,0.6443,0.0130,0.0483,0.0453,0.0936,12.00,0.9200,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3672,0.5030,0.0000,0.0000,0.0000,0.0000
335.0000,0,0.6041,0.0000,1.4246,6.0452,4.5945,-4.5945,0.0735,124.6882,12.6004,0.4709,0.3667,1.3910,0.6282,0.0133,0.0488,0.0456,0.0944,12.00,0.9438,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3547,0.5026,0.0000,0.0000,0.0000,0.0000
336.0000,1,0.5528,11.2108,1.8030,12.2422,0.0000,6.1971,0.7476,125.2860,12.6493,0.7679,0.6292,1.1234,0.6040,0.0136,0.0492,0.0459,0.0950,12.00,0.9681,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4581,0.5024,0.0000,0.0000,0.0000,0.0000
337.0000,1,0.5187,10.8369,1.7916,17.8637,0.0000,5.6215,0.0232,125.7931,12.7142,0.7956,0.7824,1.4541,0.8849,0.0128,0.0496,0.0463,0.0959,12.00,0.9354,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5066,0.5027,0.0000,0.0000,0.0000,0.0000
338.0000,1,0.4892,10.4970,1.8230,22.9993,0.0000,5.1356,0.0964,126.2259,12.7740,0.7982,0.8024,1.4663,0.9064,0.0150,0.0500,0.0468,0.0967,12.00,0.9057,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5212,0.5030,0.0000,0.0000,0.0000,0.0000
339.0000,1,0.4646,10.1861,1.8446,27.7318,0.0000,4.7325,0.0731,126.5851,12.8256,0.7988,0.8011,1.5109,0.9165,0.0152,0.0504,0.0472,0.0976,12.00,0.8786,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5250,0.5033,0.0000,0.0000,0.0000,0.0000
340.0000,1,0.4439,9.8991,1.8536,32.1259,0.0000,4.3940,0.0447,126.8728,12.8688,0.7988,0.7959,1.5446,0.9220,0.0156,0.0508,0.0477,0.0985,12.00,0.8536,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5254,0.5036,0.0000,0.0000,0.0000,0.0000
341.0000,1,0.4263,9.6321,1.8534,36.2316,0.0000,4.1057,0.0222,127.0914,12.9042,0.7988,0.7901,1.5657,0.9242,0.0158,0.0513,0.0482,0.0994,12.00,0.8304,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5246,0.5038,0.0000,0.0000,0.0000,0.0000
342.0000,1,0.4111,9.3823,1.8459,40.0886,0.0000,3.8570,0.0046,127.2434,12.9322,0.7987,0.7844,1.5769,0.9242,0.0160,0.0517,0.0487,0.1004,12.00,0.8088,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5234,0.5041,0.0000,0.0000,0.0000,0.0000
343.0000,1,0.3979,9.1471,1.8331,43.7284,0.0000,3.6398,-0.0084,127.3310,12.9533,0.7986,0.7787,1.5803,0.9226,0.0160,0.0522,0.0492,0.1013,12.00,0.7884,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5219,0.5043,0.0000,0.0000,0.0000,0.0000
344.0000,1,0.3863,8.9248,1.8165,47.1763,0.0000,3.4479,-0.0178,127.3567,12.9677,0.7986,0.7732,1.5778,0.9197,0.0160,0.0526,0.0497,0.1023,12.00,0.7692,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5202,0.5045,0.0000,0.0000,0.0000,0.0000
345.0000,1,0.3761,8.7138,1.7972,50.4531,0.0000,3.2768,-0.0250,127.3227,12.9759,0.7985,0.7677,1.5709,0.9159,0.0160,0.0531,0.0502,0.1033,12.00,0.7510,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5185,0.5047,0.0000,0.0000,0.0000,0.0000
346.0000,1,0.3668,8.5130,1.7760,53.5760,0.0000,3.1229,-0.0304,127.2309,12.9781,0.7986,0.7623,1.5607,0.9114,0.0159,0.0536,0.0507,0.1042,12.00,0.7337,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5167,0.5050,0.0000,0.0000,0.0000,0.0000
347.0000,1,0.3585,8.3212,1.7534,56.5593,0.0000,2.9833,-0.0344,127.0833,12.9745,0.7987,0.7569,1.5480,0.9065,0.0157,0.0540,0.0512,0.1052,12.00,0.7172,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.2428,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5149,0.5052,0.0000,0.0000,0.0000,0.0000
348.0000,0,0.3800,0.0000,1.0205,52.9565,3.6028,-3.6028,-1.5919,126.8786,12.9815,0.6959,0.6451,1.7534,0.9011,0.0156,0.0546,0.0517,0.1063,12.00,0.7015,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.5593,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4532,0.5057,0.0000,0.0000,0.0000,0.0000
349.0000,0,0.4072,0.0000,1.1886,48.9837,3.9728,-3.9728,0.3606,126.8395,12.9773,0.6656,0.5197,1.0205,0.6376,0.0150,0.0550,0.0520,0.1070,12.00,0.7205,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.5593,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4256,0.5057,0.0000,0.0000,0.0000,0.0000
350.0000,0,0.4314,0.0000,1.1873,45.0130,3.9707,-3.9707,-0.0035,126.8572,12.9699,0.6534,0.4647,1.1886,0.6724,0.0104,0.0555,0.0523,0.1077,12.00,0.7415,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.5593,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4083,0.5055,0.0000,0.0000,0.0000,0.0000
351.0000,0,0.4547,0.0000,1.2144,40.9689,4.0441,-4.0441,0.0590,126.9529,12.9661,0.6430,0.4438,1.1873,0.6633,0.0115,0.0559,0.0526,0.1085,12.00,0.7624,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.5593,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4002,0.5053,0.0000,0.0000,0.0000,0.0000
352.0000,0,0.4768,0.0000,1.2374,36.8601,4.1088,-4.1088,0.0505,127.1234,12.9681,0.6314,0.4348,1.2144,0.6647,0.0116,0.0564,0.0529,0.1093,12.00,0.7838,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.5593,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3957,0.5050,0.0000,0.0000,0.0000,0.0000
353.0000,0,0.4978,0.0000,1.2618,32.6834,4.1767,-4.1767,0.0535,127.3686,12.9766,0.6178,0.4293,1.2374,0.6645,0.0118,0.0569,0.0532,0.1101,12.00,0.8055,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,56.5593,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3923,0.5047,0.0000,0.0000,0.0000,0.0000
